shape,seed,rule,nu,alpha,half,cov
trunc_laplace,302010,H,1000.0,0.001,2.0903347420611564,0.9505589370285372
trunc_laplace,302010,H,1000.0,0.005,2.099501573923362,0.9517113440315095
trunc_laplace,302013,CP,,,2.674975106993359,1.0
trunc_laplace,302013,Oracle,,,2.4757545836607475,0.9906474656152595
trunc_laplace,302013,H,2.0,9e-05,3.7455383983084163,1.0
trunc_laplace,302013,H,2.0,0.001,3.6278394936007214,1.0
trunc_laplace,302013,H,2.0,0.005,3.494090738251068,1.0
trunc_laplace,302013,H,10.0,9e-05,2.99327738087414,1.0
trunc_laplace,302013,H,10.0,0.001,2.9081057616150963,1.0
trunc_laplace,302013,H,10.0,0.005,2.854606259475235,1.0
trunc_laplace,302013,H,50.0,9e-05,2.6917926589707637,1.0
trunc_laplace,302013,H,50.0,0.001,2.6703928581148193,1.0
trunc_laplace,302013,H,50.0,0.005,2.665042907900833,1.0
trunc_laplace,302013,H,200.0,9e-05,2.5788615862559308,0.9989081105699291
trunc_laplace,302013,H,200.0,0.001,2.5735116360419448,0.9985009878633613
trunc_laplace,302013,H,200.0,0.005,2.5788615862559308,0.9989081105699291
trunc_laplace,302013,H,1000.0,9e-05,2.5178025377902875,0.9941238338699354
trunc_laplace,302013,H,1000.0,0.001,2.5178025377902875,0.9941238338699354
trunc_laplace,302013,H,1000.0,0.005,2.533852388432246,0.9954110850361291
trunc_laplace,302015,CP,,,2.8503446552702845,1.0
trunc_laplace,302015,Oracle,,,2.66792980025829,1.0
trunc_laplace,302015,H,2.0,9e-05,4.013896104921122,1.0
trunc_laplace,302015,H,2.0,0.001,3.8884809400892437,1.0
trunc_laplace,302015,H,2.0,0.005,3.734562328704665,1.0
trunc_laplace,302015,H,10.0,9e-05,3.1895146096913654,1.0
trunc_laplace,302015,H,10.0,0.001,3.0930585077038826,1.0
trunc_laplace,302015,H,10.0,0.005,3.041752303909023,1.0
trunc_laplace,302015,H,50.0,9e-05,2.8853668224462687,1.0
trunc_laplace,302015,H,50.0,0.001,2.862564065204109,1.0
trunc_laplace,302015,H,50.0,0.005,2.851162686583029,1.0
trunc_laplace,302015,H,200.0,9e-05,2.7650320654292337,1.0
trunc_laplace,302015,H,200.0,0.001,2.7536306868081537,1.0
trunc_laplace,302015,H,200.0,0.005,2.7593313761186935,1.0
trunc_laplace,302015,H,1000.0,9e-05,2.705670716594098,1.0
trunc_laplace,302015,H,1000.0,0.001,2.7113714059046377,1.0
trunc_laplace,302015,H,1000.0,0.005,2.717072095215178,1.0
trunc_laplace,302012,CP,,,1.9617328401742684,0.9331744509367184
trunc_laplace,302012,Oracle,,,1.621239171311738,0.8741236371927332
trunc_laplace,302012,H,2.0,9e-05,2.7193821168209067,1.0
trunc_laplace,302012,H,2.0,0.001,2.6487597345746408,1.0
trunc_laplace,302012,H,2.0,0.005,2.5585200239266346,0.9973479726222647
trunc_laplace,302012,H,10.0,9e-05,2.1755472256384256,0.9608582240764969
trunc_laplace,302012,H,10.0,0.001,2.09739148724781,0.9514470501963981
trunc_laplace,302012,H,10.0,0.005,2.042462967722937,0.9443584103890803
trunc_laplace,302012,H,50.0,9e-05,1.9030169551103138,0.9244278568258997
trunc_laplace,302012,H,50.0,0.001,1.8755526953478772,0.9201490998075428
trunc_laplace,302012,H,50.0,0.005,1.8637822983068328,0.9182774905837126
trunc_laplace,302012,H,200.0,9e-05,1.7775842555146626,0.9038478874659157
trunc_laplace,302012,H,200.0,0.001,1.7697373241539665,0.9024687342676889
trunc_laplace,302012,H,200.0,0.005,1.7697373241539665,0.9024687342676889
trunc_laplace,302012,H,1000.0,9e-05,1.6991149419077005,0.8895349708359133
trunc_laplace,302012,H,1000.0,0.001,1.7030384075880487,0.8902787799698082
trunc_laplace,302012,H,1000.0,0.005,1.714808804629093,0.8924920306298179
trunc_laplace,302014,CP,,,2.6133962872326677,1.0
trunc_laplace,302014,Oracle,,,2.4047519054640345,0.9844197969896626
trunc_laplace,302014,H,2.0,9e-05,3.674995231994638,1.0
trunc_laplace,302014,H,2.0,0.001,3.565232587930878,1.0
trunc_laplace,302014,H,2.0,0.005,3.4241091884203296,1.0
trunc_laplace,302014,H,10.0,9e-05,2.924371136532383,1.0
trunc_laplace,302014,H,10.0,0.001,2.8359334038010338,1.0
trunc_laplace,302014,H,10.0,0.005,2.783665478056386,1.0
trunc_laplace,302014,H,50.0,9e-05,2.6193731084016094,1.0
trunc_laplace,302014,H,50.0,0.001,2.5978972204383637,1.0
trunc_laplace,302014,H,50.0,0.005,2.5874436352894343,0.9995564641782966
trunc_laplace,302014,H,200.0,9e-05,2.509041746672463,0.9934120444076302
trunc_laplace,302014,H,200.0,0.001,2.4987456290034253,0.9925671574629615
trunc_laplace,302014,H,200.0,0.005,2.509041746672463,0.9934120444076302
trunc_laplace,302014,H,1000.0,9e-05,2.4493882978815216,0.9883885280178881
trunc_laplace,302014,H,1000.0,0.001,2.4493882978815216,0.9883885280178881
trunc_laplace,302014,H,1000.0,0.005,2.465068675604916,0.9897394281989715
trunc_laplace,302018,CP,,,2.7893850474984307,1.0
trunc_laplace,302018,Oracle,,,2.601066592496155,1.0
trunc_laplace,302018,H,2.0,9e-05,3.92805191350359,1.0
trunc_laplace,302018,H,2.0,0.001,3.8053189714136724,1.0
trunc_laplace,302018,H,2.0,0.005,3.654692178848774,1.0
trunc_laplace,302018,H,10.0,9e-05,3.116168361035215,1.0
trunc_laplace,302018,H,10.0,0.001,3.026908039515275,1.0
trunc_laplace,302018,H,10.0,0.005,2.9766991086603087,1.0
trunc_laplace,302018,H,50.0,9e-05,2.8125006641602077,1.0
trunc_laplace,302018,H,50.0,0.001,2.7846068136852264,1.0
trunc_laplace,302018,H,50.0,0.005,2.7790280435902304,1.0
trunc_laplace,302018,H,200.0,9e-05,2.7003182465696938,1.0
trunc_laplace,302018,H,200.0,0.001,2.689160706379701,1.0
trunc_laplace,302018,H,200.0,0.005,2.6947394764746972,1.0
trunc_laplace,302018,H,1000.0,9e-05,2.642226444045425,1.0
trunc_laplace,302018,H,1000.0,0.001,2.642226444045425,1.0
trunc_laplace,302018,H,1000.0,0.005,2.6533839842354174,1.0
trunc_laplace,302016,CP,,,2.359227239392821,0.980177198156323
trunc_laplace,302016,Oracle,,,2.1173110374967146,0.9539190033328255
trunc_laplace,302016,H,2.0,9e-05,3.2845499008248753,1.0
trunc_laplace,302016,H,2.0,0.001,3.1901808112491725,1.0
trunc_laplace,302016,H,2.0,0.005,3.07693790375833,1.0
trunc_laplace,302016,H,10.0,9e-05,2.6446763043871817,1.0
trunc_laplace,302016,H,10.0,0.001,2.5601212368890693,0.9974719847887514
trunc_laplace,302016,H,10.0,0.005,2.508218237622433,0.9933448015897492
trunc_laplace,302016,H,50.0,9e-05,2.3546724622272697,0.9797415311282316
trunc_laplace,302016,H,50.0,0.001,2.326361735354559,0.9769866819545396
trunc_laplace,302016,H,50.0,0.005,2.3122063719182036,0.9755784494631614
trunc_laplace,302016,H,200.0,9e-05,2.2367111002576414,0.967706418750216
trunc_laplace,302016,H,200.0,0.001,2.222555736821286,0.9661601491073311
trunc_laplace,302016,H,200.0,0.005,2.222555736821286,0.9661601491073311
trunc_laplace,302016,H,1000.0,9e-05,2.1660764358636735,0.9597582211702154
trunc_laplace,302016,H,1000.0,0.001,2.1660764358636735,0.9597582211702154
trunc_laplace,302016,H,1000.0,0.005,2.175513344821244,0.9608543082599912
trunc_laplace,302017,CP,,,2.4159968674784458,0.9854370918139463
trunc_laplace,302017,Oracle,,,2.1834848099403894,0.9617718166254721
trunc_laplace,302017,H,2.0,9e-05,3.3732493763499756,1.0
trunc_laplace,302017,H,2.0,0.001,3.276609501650848,1.0
trunc_laplace,302017,H,2.0,0.005,3.1606416520118956,1.0
trunc_laplace,302017,H,10.0,9e-05,2.7131466317680166,1.0
trunc_laplace,302017,H,10.0,0.001,2.6265569320587834,1.0
trunc_laplace,302017,H,10.0,0.005,2.5734050009742635,0.9984928499893795
trunc_laplace,302017,H,50.0,9e-05,2.411332489592208,0.9850165685385861
trunc_laplace,302017,H,50.0,0.001,2.387172520917426,0.9828053466970073
trunc_laplace,302017,H,50.0,0.005,2.38234052718247,0.9823563761843213
trunc_laplace,302017,H,200.0,9e-05,2.295364639953255,0.9738756542576192
trunc_laplace,302017,H,200.0,0.001,2.2857006524833423,0.9728849781316737
trunc_laplace,302017,H,200.0,0.005,2.295364639953255,0.9738756542576192
trunc_laplace,302017,H,1000.0,9e-05,2.230553047767866,0.9670365448741169
trunc_laplace,302017,H,1000.0,0.001,2.230553047767866,0.9670365448741169
trunc_laplace,302017,H,1000.0,0.005,2.2450490289727356,0.9686065900980632
trunc_laplace,302021,CP,,,2.57744912637233,0.998800845243248
trunc_laplace,302021,Oracle,,,2.3664702340718726,0.9808657461398425
trunc_laplace,302021,H,2.0,9e-05,3.608981125572026,1.0
trunc_laplace,302021,H,2.0,0.001,3.495573364011656,1.0
trunc_laplace,302021,H,2.0,0.005,3.366700907693054,1.0
trunc_laplace,302021,H,10.0,9e-05,2.8944563256280347,1.0
trunc_laplace,302021,H,10.0,0.001,2.807235050354802,1.0
trunc_laplace,302021,H,10.0,0.005,2.755686067827361,1.0
trunc_laplace,302021,H,50.0,9e-05,2.587937739882369,0.9995936162196561
trunc_laplace,302021,H,50.0,0.001,2.562163248618648,0.9976298361344722
trunc_laplace,302021,H,50.0,0.005,2.5518534521131597,0.996829421955646
trunc_laplace,302021,H,200.0,9e-05,2.469375080069254,0.9901065838119303
trunc_laplace,302021,H,200.0,0.001,2.4642201818165104,0.98966689259513
trunc_laplace,302021,H,200.0,0.005,2.4745299783219985,0.9905439172369126
trunc_laplace,302021,H,1000.0,9e-05,2.4105421620680896,0.9849451125773081
trunc_laplace,302021,H,1000.0,0.001,2.4105421620680896,0.9849451125773081
trunc_laplace,302021,H,1000.0,0.005,2.426006856826322,0.9863326788475932
trunc_laplace,302019,CP,,,3.1272812124581,1.0
trunc_laplace,302019,Oracle,,,2.9667563886354604,1.0
trunc_laplace,302019,H,2.0,9e-05,4.3976275626608565,1.0
trunc_laplace,302019,H,2.0,0.001,4.247518064462884,1.0
trunc_laplace,302019,H,2.0,0.005,4.078644878990166,1.0
trunc_laplace,302019,H,10.0,9e-05,3.493649892137116,1.0
trunc_laplace,302019,H,10.0,0.001,3.393576893338468,1.0
trunc_laplace,302019,H,10.0,0.005,3.3372858315142286,1.0
trunc_laplace,302019,H,50.0,9e-05,3.184469784676677,1.0
trunc_laplace,302019,H,50.0,0.001,3.159451534977015,1.0
trunc_laplace,302019,H,50.0,0.005,3.146942410127184,1.0
trunc_laplace,302019,H,200.0,9e-05,3.065633098603282,1.0
trunc_laplace,302019,H,200.0,0.001,3.053123973753451,1.0
trunc_laplace,302019,H,200.0,0.005,3.0593785361783667,1.0
trunc_laplace,302019,H,1000.0,9e-05,3.006078277142153,1.0
trunc_laplace,302019,H,1000.0,0.001,3.006078277142153,1.0
trunc_laplace,302019,H,1000.0,0.005,3.018587401991984,1.0
trunc_laplace,302022,CP,,,2.580180057139426,0.9990080956580418
trunc_laplace,302022,Oracle,,,2.370271124795762,0.981224998221593
trunc_laplace,302022,H,2.0,9e-05,3.6128050138858048,1.0
trunc_laplace,302022,H,2.0,0.001,3.509597811600239,1.0
trunc_laplace,302022,H,2.0,0.005,3.380588808743282,1.0
trunc_laplace,302022,H,10.0,9e-05,2.8923627805879297,1.0
trunc_laplace,302022,H,10.0,0.001,2.8050490901970706,1.0
trunc_laplace,302022,H,10.0,0.005,2.753445489054288,1.0
trunc_laplace,302022,H,50.0,9e-05,2.5912412731095613,0.9998415196483674
trunc_laplace,302022,H,50.0,0.001,2.5700383433805984,0.9982354569685166
trunc_laplace,302022,H,50.0,0.005,2.559717623152042,0.9974407448740916
trunc_laplace,302022,H,200.0,9e-05,2.4771518613235894,0.9907654531249956
trunc_laplace,302022,H,200.0,0.001,2.471991501209311,0.9903288507094921
trunc_laplace,302022,H,200.0,0.005,2.4771518613235894,0.9907654531249956
trunc_laplace,302022,H,1000.0,9e-05,2.4130962469143884,0.985175823052133
trunc_laplace,302022,H,1000.0,0.001,2.4130962469143884,0.985175823052133
trunc_laplace,302022,H,1000.0,0.005,2.4285773272572233,0.9865611521917468
trunc_laplace,302020,CP,,,2.3235971245943143,0.9767132787595354
trunc_laplace,302020,Oracle,,,2.0728757600519465,0.9483333708895401
trunc_laplace,302020,H,2.0,9e-05,3.2488867282213048,1.0
trunc_laplace,302020,H,2.0,0.001,3.1605900374867306,1.0
trunc_laplace,302020,H,2.0,0.005,3.049057375506216,1.0
trunc_laplace,302020,H,10.0,9e-05,2.6093824031976545,1.0
trunc_laplace,302020,H,10.0,0.001,2.521457130250521,0.9944188419492956
trunc_laplace,302020,H,10.0,0.005,2.47498518775864,0.9905824236130676
trunc_laplace,302020,H,50.0,9e-05,2.3144639414804984,0.9758044374874744
trunc_laplace,302020,H,50.0,0.001,2.2912279702345577,0.9734528174612394
trunc_laplace,302020,H,50.0,0.005,2.2772863874869933,0.9720142437039114
trunc_laplace,302020,H,200.0,9e-05,2.188989696752419,0.9624009855924847
trunc_laplace,302020,H,200.0,0.001,2.1751881199370904,0.960816712959411
trunc_laplace,302020,H,200.0,0.005,2.1798353141862785,0.9613527096864445
trunc_laplace,302020,H,1000.0,9e-05,2.126656822372692,0.9550612027544485
trunc_laplace,302020,H,1000.0,0.001,2.128716177445209,0.9553113942508367
trunc_laplace,302020,H,1000.0,0.005,2.1405984051202562,0.9567445195922661
trunc_laplace,302023,CP,,,2.3574812666278957,0.9800104394588136
trunc_laplace,302023,Oracle,,,2.113797451330464,0.9534867007073471
trunc_laplace,302023,H,2.0,9e-05,3.2868340951065083,1.0
trunc_laplace,302023,H,2.0,0.001,3.192534844441403,1.0
trunc_laplace,302023,H,2.0,0.005,3.0840907061765317,1.0
trunc_laplace,302023,H,10.0,9e-05,2.642719081817688,1.0
trunc_laplace,302023,H,10.0,0.001,2.5582265902522896,0.9973252240456034
trunc_laplace,302023,H,10.0,0.005,2.5063620023864814,0.993193020542698
trunc_laplace,302023,H,50.0,9e-05,2.3482148977433748,0.9791203032103333
trunc_laplace,302023,H,50.0,0.001,2.3246400850770983,0.9768165138306717
trunc_laplace,302023,H,50.0,0.005,2.315210160010588,0.9758790187757254
trunc_laplace,302023,H,200.0,9e-05,2.230340834411993,0.9670133834927861
trunc_laplace,302023,H,200.0,0.001,2.2209109093454824,0.9659789903501461
trunc_laplace,302023,H,200.0,0.005,2.221052956931515,0.9659946475162087
trunc_laplace,302023,H,1000.0,9e-05,2.164473406532452,0.9595709566268078
trunc_laplace,302023,H,1000.0,0.001,2.167098983193515,0.9598775108288349
trunc_laplace,302023,H,1000.0,0.005,2.176528908260025,0.9609716231634107
trunc_laplace,302027,CP,,,2.6383658200713285,1.0
trunc_laplace,302027,Oracle,,,2.434899626312742,0.9871205032300603
trunc_laplace,302027,H,2.0,9e-05,3.699554282869021,1.0
trunc_laplace,302027,H,2.0,0.001,3.5834661867858957,1.0
trunc_laplace,302027,H,2.0,0.005,3.4462711641422015,1.0
trunc_laplace,302027,H,10.0,9e-05,2.95758859093348,1.0
trunc_laplace,302027,H,10.0,0.001,2.8683058853664383,1.0
trunc_laplace,302027,H,10.0,0.005,2.8155385689650174,1.0
trunc_laplace,302027,H,50.0,9e-05,2.649102326604737,1.0
trunc_laplace,302027,H,50.0,0.001,2.6227186684040262,1.0
trunc_laplace,302027,H,50.0,0.005,2.617441936763884,1.0
trunc_laplace,302027,H,200.0,9e-05,2.543567693801895,0.9961798788114051
trunc_laplace,302027,H,200.0,0.001,2.533014230521611,0.9953443939616178
trunc_laplace,302027,H,200.0,0.005,2.538290962161753,0.9957632859874344
trunc_laplace,302027,H,1000.0,9e-05,2.4780675581918743,0.9908426822559755
trunc_laplace,302027,H,1000.0,0.001,2.4780675581918743,0.9908426822559755
trunc_laplace,302027,H,1000.0,0.005,2.4886210214721585,0.9917274492018664
trunc_laplace,302026,CP,,,2.4146728939514053,0.9853179350684544
trunc_laplace,302026,Oracle,,,2.1786468947141047,0.9612158872632612
trunc_laplace,302026,H,2.0,9e-05,3.356912788214324,1.0
trunc_laplace,302026,H,2.0,0.001,3.2651552182441805,1.0
trunc_laplace,302026,H,2.0,0.005,3.154080265122428,1.0
trunc_laplace,302026,H,10.0,9e-05,2.6971717819155216,1.0
trunc_laplace,302026,H,10.0,0.001,2.6154588794092453,1.0
trunc_laplace,302026,H,10.0,0.005,2.5671654215302224,0.9980150959329723
trunc_laplace,302026,H,50.0,9e-05,2.4100110721582335,0.9848970619903328
trunc_laplace,302026,H,50.0,0.001,2.3810349974308203,0.9822346825328143
trunc_laplace,302026,H,50.0,0.005,2.376205651642918,0.9817830768512725
trunc_laplace,302026,H,200.0,9e-05,2.289277427460677,0.9732528055466052
trunc_laplace,302026,H,200.0,0.001,2.2797642294930296,0.9722714528692196
trunc_laplace,302026,H,200.0,0.005,2.2845935752809314,0.9727708504419224
trunc_laplace,302026,H,1000.0,9e-05,2.2293306980100263,0.9669030649183603
trunc_laplace,302026,H,1000.0,0.001,2.2293306980100263,0.9669030649183603
trunc_laplace,302026,H,1000.0,0.005,2.243818735373733,0.9684742581858323
trunc_laplace,302028,CP,,,2.501385340206329,0.9927846346499214
trunc_laplace,302028,Oracle,,,2.281122965533709,0.9724122127444881
trunc_laplace,302028,H,2.0,9e-05,3.5074782951122088,1.0
trunc_laplace,302028,H,2.0,0.001,3.4024201108235546,1.0
trunc_laplace,302028,H,2.0,0.005,3.27234807313284,1.0
trunc_laplace,302028,H,10.0,9e-05,2.8090372557551513,1.0
trunc_laplace,302028,H,10.0,0.001,2.71938722003652,1.0
trunc_laplace,302028,H,10.0,0.005,2.669359513232399,1.0
trunc_laplace,302028,H,50.0,9e-05,2.5065616507751467,0.9932093595430946
trunc_laplace,302028,H,50.0,0.001,2.481547797373086,0.9911355308038621
trunc_laplace,302028,H,50.0,0.005,2.476545026692674,0.9907142325307126
trunc_laplace,302028,H,200.0,9e-05,2.391497925125668,0.9832053319289504
trunc_laplace,302028,H,200.0,0.001,2.3814923837648436,0.982277336202815
trunc_laplace,302028,H,200.0,0.005,2.3814923837648436,0.982277336202815
trunc_laplace,302028,H,1000.0,9e-05,2.3293984703229964,0.9772860893588855
trunc_laplace,302028,H,1000.0,0.001,2.3293984703229964,0.9772860893588855
trunc_laplace,302028,H,1000.0,0.005,2.3394040116838206,0.9782659042021131
trunc_laplace,302024,CP,,,2.4702746892770637,0.9901830747101519
trunc_laplace,302024,Oracle,,,2.2435719280690214,0.968447690828282
trunc_laplace,302024,H,2.0,9e-05,3.4638544954811574,1.0
trunc_laplace,302024,H,2.0,0.001,3.350221859774425,1.0
trunc_laplace,302024,H,2.0,0.005,3.2217675759320317,1.0
trunc_laplace,302024,H,10.0,9e-05,2.7691596752417262,1.0
trunc_laplace,302024,H,10.0,0.001,2.680624650042349,1.0
trunc_laplace,302024,H,10.0,0.005,2.6312191562568135,1.0
trunc_laplace,302024,H,50.0,9e-05,2.4704460707859495,0.9901976385951676
trunc_laplace,302024,H,50.0,0.001,2.445743323893181,0.9880713276424118
trunc_laplace,302024,H,50.0,0.005,2.4408027745146277,0.9876394514120226
trunc_laplace,302024,H,200.0,9e-05,2.351872885700663,0.9794727211577139
trunc_laplace,302024,H,200.0,0.001,2.342140630780161,0.978532117603742
trunc_laplace,302024,H,200.0,0.005,2.3469323363221095,0.9789964199296368
trunc_laplace,302024,H,1000.0,9e-05,2.2905457846933905,0.9733829112835499
trunc_laplace,302024,H,1000.0,0.001,2.295486334071944,0.973888065826477
trunc_laplace,302024,H,1000.0,0.005,2.305367432829051,0.9748905988074352
trunc_laplace,302025,CP,,,2.3418564392628203,0.978504507307677
trunc_laplace,302025,Oracle,,,2.093855648069778,0.9510028710401348
trunc_laplace,302025,H,2.0,9e-05,3.2744171631082404,1.0
trunc_laplace,302025,H,2.0,0.001,3.1807429055377376,1.0
trunc_laplace,302025,H,2.0,0.005,3.058966370696085,1.0
trunc_laplace,302025,H,10.0,9e-05,2.62052005290577,1.0
trunc_laplace,302025,H,10.0,0.001,2.536587557558811,0.9956283135566215
trunc_laplace,302025,H,10.0,0.005,2.4850667158950346,0.991430555195834
trunc_laplace,302025,H,50.0,9e-05,2.3232840599190805,0.9766822688436598
trunc_laplace,302025,H,50.0,0.001,2.2998654955264546,0.9743336492272943
trunc_laplace,302025,H,50.0,0.005,2.2904980697694044,0.9733780198901605
trunc_laplace,302025,H,200.0,9e-05,2.206332344084235,0.9643596713310991
trunc_laplace,302025,H,200.0,0.001,2.1969649183271844,0.963306111787551
trunc_laplace,302025,H,200.0,0.005,2.2016486312057095,0.9638341783061315
trunc_laplace,302025,H,1000.0,9e-05,2.1454440766634084,0.9573238804803967
trunc_laplace,302025,H,1000.0,0.001,2.1454440766634084,0.9573238804803967
trunc_laplace,302025,H,1000.0,0.005,2.1548115024204586,0.9584356058789902
trunc_laplace,302029,CP,,,2.417014522803385,0.985528568339122
trunc_laplace,302029,Oracle,,,2.1834856962231086,0.9617719182122566
trunc_laplace,302029,H,2.0,9e-05,3.369836212222035,1.0
trunc_laplace,302029,H,2.0,0.001,3.27315563130991,1.0
trunc_laplace,302029,H,2.0,0.005,3.1571389342153604,1.0
trunc_laplace,302029,H,10.0,9e-05,2.699787364042235,1.0
trunc_laplace,302029,H,10.0,0.001,2.617995220455079,1.0
trunc_laplace,302029,H,10.0,0.005,2.569654929999017,0.9982060862725837
trunc_laplace,302029,H,50.0,9e-05,2.407514151163284,0.984670794898507
trunc_laplace,302029,H,50.0,0.001,2.383344005935253,0.9824498018793955
trunc_laplace,302029,H,50.0,0.005,2.3736759478440406,0.9815456076872926
trunc_laplace,302029,H,200.0,9e-05,2.296331483114341,0.973974219028503
trunc_laplace,302029,H,200.0,0.001,2.286663425023128,0.9729841224877527
trunc_laplace,302029,H,200.0,0.005,2.286663425023128,0.9729841224877527
trunc_laplace,302029,H,1000.0,9e-05,2.228800711176426,0.9668451377211653
trunc_laplace,302029,H,1000.0,0.001,2.228800711176426,0.9668451377211653
trunc_laplace,302029,H,1000.0,0.005,2.238468769267638,0.967896830258109
